,False Positive,True Positive
0,0.0,0.0
1,6.211565935772408e-05,0.0
2,0.0017392384620162744,0.0
3,0.0018634697807317225,0.0
4,0.002919435989813032,0.0
5,0.002919435989813032,0.0007849293563579278
6,0.00304366730852848,0.0007849293563579278
7,0.00304366730852848,0.002354788069073783
8,0.0032921299459593763,0.002354788069073783
9,0.0032921299459593763,0.004709576138147566
10,0.0034784769240325487,0.004709576138147566
11,0.0034784769240325487,0.005494505494505495
12,0.003913286539536617,0.005494505494505495
13,0.003913286539536617,0.006279434850863423
14,0.004037517858252065,0.006279434850863423
15,0.004037517858252065,0.00706436420722135
16,0.004161749176967514,0.00706436420722135
17,0.004161749176967514,0.007849293563579277
18,0.004223864836325237,0.007849293563579277
19,0.004223864836325237,0.008634222919937205
20,0.004223864836325237,0.011773940345368918
21,0.004285980495682962,0.011773940345368918
22,0.004285980495682962,0.012558869701726845
23,0.004348096155040686,0.012558869701726845
24,0.004348096155040686,0.013343799058084773
25,0.00441021181439841,0.013343799058084773
26,0.00441021181439841,0.014913657770800628
27,0.004658674451829306,0.014913657770800628
28,0.004658674451829306,0.015698587127158554
29,0.00503136840797565,0.015698587127158554
30,0.00503136840797565,0.016483516483516484
31,0.005155599726691099,0.016483516483516484
32,0.005155599726691099,0.01726844583987441
33,0.005528293682837443,0.01726844583987441
34,0.005528293682837443,0.01805337519623234
35,0.005590409342195167,0.01805337519623234
36,0.005714640660910615,0.01805337519623234
37,0.00608733461705696,0.01805337519623234
38,0.00608733461705696,0.018838304552590265
39,0.006149450276414684,0.018838304552590265
40,0.006149450276414684,0.019623233908948195
41,0.006522144232561028,0.019623233908948195
42,0.006522144232561028,0.023547880690737835
43,0.006708491210634201,0.023547880690737835
44,0.007019069507422821,0.023547880690737835
45,0.007081185166780545,0.023547880690737835
46,0.007081185166780545,0.02433281004709576
47,0.007267532144853718,0.02433281004709576
48,0.007267532144853718,0.025902668759811617
49,0.007391763463569166,0.025902668759811617
50,0.007391763463569166,0.026687598116169546
51,0.00776445741971551,0.026687598116169546
52,0.00776445741971551,0.027472527472527472
53,0.007950804397788683,0.027472527472527472
54,0.008012920057146407,0.0282574568288854
55,0.008137151375861854,0.0282574568288854
56,0.008137151375861854,0.029827315541601257
57,0.008385614013292752,0.029827315541601257
58,0.008385614013292752,0.03139717425431711
59,0.008509845332008199,0.03139717425431711
60,0.008509845332008199,0.03218210361067504
61,0.009379464563016337,0.03218210361067504
62,0.009379464563016337,0.03296703296703297
63,0.009565811541089509,0.03296703296703297
64,0.009565811541089509,0.033751962323390894
65,0.009814274178520405,0.033751962323390894
66,0.009814274178520405,0.03453689167974882
67,0.009876389837878129,0.03453689167974882
68,0.009876389837878129,0.03532182103610675
69,0.010435430772097645,0.03532182103610675
70,0.010435430772097645,0.03610675039246468
71,0.010559662090813094,0.03610675039246468
72,0.010559662090813094,0.036891679748822605
73,0.010870240387601714,0.036891679748822605
74,0.010870240387601714,0.03767660910518053
75,0.010932356046959439,0.03767660910518053
76,0.010932356046959439,0.038461538461538464
77,0.011242934343748059,0.038461538461538464
